case_id,activity,enable_time,start_time,end_time,resource, priority, origin
6,Sequence A,2023-10-02 20:04:49.494900+02:00,2023-10-02 20:04:49.494900+02:00,2023-10-02 20:14:49.494900+02:00,Resource 1_0, HIGH, France
5,Sequence B,2023-10-02 20:04:49.494900+02:00,2023-10-02 20:04:49.494900+02:00,2023-10-02 20:14:49.494900+02:00,Resource 1_1, HIGH, France
4,Sequence C,2023-10-02 20:04:49.494900+02:00,2023-10-02 20:04:49.494900+02:00,2023-10-02 20:14:49.494900+02:00,Resource 1_2, HIGH, France
7,Sequence A,2023-10-02 20:14:49.494900+02:00,2023-10-02 20:14:49.494900+02:00,2023-10-02 20:24:49.494900+02:00,Resource 1_3, HIGH, France
6,Sequence B,2023-10-02 20:14:49.494900+02:00,2023-10-02 20:14:49.494900+02:00,2023-10-02 20:24:49.494900+02:00,Resource 1_4, HIGH, France
5,Sequence C,2023-10-02 20:14:49.494900+02:00,2023-10-02 20:14:49.494900+02:00,2023-10-02 20:24:49.494900+02:00,Resource 1_0, HIGH, France
8,Sequence A,2023-10-02 20:24:49.494900+02:00,2023-10-02 20:24:49.494900+02:00,2023-10-02 20:34:49.494900+02:00,Resource 1_1, HIGH, France
7,Sequence B,2023-10-02 20:24:49.494900+02:00,2023-10-02 20:24:49.494900+02:00,2023-10-02 20:34:49.494900+02:00,Resource 1_2, HIGH, France
6,Sequence C,2023-10-02 20:24:49.494900+02:00,2023-10-02 20:24:49.494900+02:00,2023-10-02 20:34:49.494900+02:00,Resource 1_3, HIGH, France
9,Sequence A,2023-10-02 20:34:49.494900+02:00,2023-10-02 20:34:49.494900+02:00,2023-10-02 20:44:49.494900+02:00,Resource 1_4, HIGH, France
8,Sequence B,2023-10-02 20:34:49.494900+02:00,2023-10-02 20:34:49.494900+02:00,2023-10-02 20:44:49.494900+02:00,Resource 1_0, HIGH, France
7,Sequence C,2023-10-02 20:34:49.494900+02:00,2023-10-02 20:34:49.494900+02:00,2023-10-02 20:44:49.494900+02:00,Resource 1_1, HIGH, France
10,Sequence A,2023-10-02 20:44:49.494900+02:00,2023-10-02 20:44:49.494900+02:00,2023-10-02 20:54:49.494900+02:00,Resource 1_2, HIGH, France
9,Sequence B,2023-10-02 20:44:49.494900+02:00,2023-10-02 20:44:49.494900+02:00,2023-10-02 20:54:49.494900+02:00,Resource 1_3, HIGH, France
8,Sequence C,2023-10-02 20:44:49.494900+02:00,2023-10-02 20:44:49.494900+02:00,2023-10-02 20:54:49.494900+02:00,Resource 1_4, HIGH, France
11,Sequence A,2023-10-02 20:54:49.494900+02:00,2023-10-02 20:54:49.494900+02:00,2023-10-02 21:04:49.494900+02:00,Resource 1_0, HIGH, France
10,Sequence B,2023-10-02 20:54:49.494900+02:00,2023-10-02 20:54:49.494900+02:00,2023-10-02 21:04:49.494900+02:00,Resource 1_1, HIGH, France
9,Sequence C,2023-10-02 20:54:49.494900+02:00,2023-10-02 20:54:49.494900+02:00,2023-10-02 21:04:49.494900+02:00,Resource 1_2, HIGH, France
12,Sequence A,2023-10-02 21:04:49.494900+02:00,2023-10-02 21:04:49.494900+02:00,2023-10-02 21:14:49.494900+02:00,Resource 1_3, HIGH, France
11,Sequence B,2023-10-02 21:04:49.494900+02:00,2023-10-02 21:04:49.494900+02:00,2023-10-02 21:14:49.494900+02:00,Resource 1_4, HIGH, France
10,Sequence C,2023-10-02 21:04:49.494900+02:00,2023-10-02 21:04:49.494900+02:00,2023-10-02 21:14:49.494900+02:00,Resource 1_0, HIGH, France
13,Sequence A,2023-10-02 21:14:49.494900+02:00,2023-10-02 21:14:49.494900+02:00,2023-10-02 21:24:49.494900+02:00,Resource 1_1, HIGH, France
12,Sequence B,2023-10-02 21:14:49.494900+02:00,2023-10-02 21:14:49.494900+02:00,2023-10-02 21:24:49.494900+02:00,Resource 1_2, HIGH, France
11,Sequence C,2023-10-02 21:14:49.494900+02:00,2023-10-02 21:14:49.494900+02:00,2023-10-02 21:24:49.494900+02:00,Resource 1_3, HIGH, France
14,Sequence A,2023-10-02 21:24:49.494900+02:00,2023-10-02 21:24:49.494900+02:00,2023-10-02 21:34:49.494900+02:00,Resource 1_4, HIGH, France
13,Sequence B,2023-10-02 21:24:49.494900+02:00,2023-10-02 21:24:49.494900+02:00,2023-10-02 21:34:49.494900+02:00,Resource 1_0, HIGH, France
12,Sequence C,2023-10-02 21:24:49.494900+02:00,2023-10-02 21:24:49.494900+02:00,2023-10-02 21:34:49.494900+02:00,Resource 1_1, HIGH, France
15,Sequence A,2023-10-02 21:34:49.494900+02:00,2023-10-02 21:34:49.494900+02:00,2023-10-02 21:44:49.494900+02:00,Resource 1_2, HIGH, France
14,Sequence B,2023-10-02 21:34:49.494900+02:00,2023-10-02 21:34:49.494900+02:00,2023-10-02 21:44:49.494900+02:00,Resource 1_3, HIGH, France
13,Sequence C,2023-10-02 21:34:49.494900+02:00,2023-10-02 21:34:49.494900+02:00,2023-10-02 21:44:49.494900+02:00,Resource 1_4, HIGH, France
16,Sequence A,2023-10-02 21:44:49.494900+02:00,2023-10-02 21:44:49.494900+02:00,2023-10-02 21:54:49.494900+02:00,Resource 1_0, HIGH, France
15,Sequence B,2023-10-02 21:44:49.494900+02:00,2023-10-02 21:44:49.494900+02:00,2023-10-02 21:54:49.494900+02:00,Resource 1_1, HIGH, France
14,Sequence C,2023-10-02 21:44:49.494900+02:00,2023-10-02 21:44:49.494900+02:00,2023-10-02 21:54:49.494900+02:00,Resource 1_2, HIGH, France
17,Sequence A,2023-10-02 21:54:49.494900+02:00,2023-10-02 21:54:49.494900+02:00,2023-10-02 22:04:49.494900+02:00,Resource 1_3, HIGH, France
16,Sequence B,2023-10-02 21:54:49.494900+02:00,2023-10-02 21:54:49.494900+02:00,2023-10-02 22:04:49.494900+02:00,Resource 1_4, HIGH, France
15,Sequence C,2023-10-02 21:54:49.494900+02:00,2023-10-02 21:54:49.494900+02:00,2023-10-02 22:04:49.494900+02:00,Resource 1_0, HIGH, France
18,Sequence A,2023-10-02 22:04:49.494900+02:00,2023-10-02 22:04:49.494900+02:00,2023-10-02 22:14:49.494900+02:00,Resource 1_1, HIGH, France
17,Sequence B,2023-10-02 22:04:49.494900+02:00,2023-10-02 22:04:49.494900+02:00,2023-10-02 22:14:49.494900+02:00,Resource 1_2, HIGH, France
16,Sequence C,2023-10-02 22:04:49.494900+02:00,2023-10-02 22:04:49.494900+02:00,2023-10-02 22:14:49.494900+02:00,Resource 1_3, HIGH, France
19,Sequence A,2023-10-02 22:14:49.494900+02:00,2023-10-02 22:14:49.494900+02:00,2023-10-02 22:24:49.494900+02:00,Resource 1_4, HIGH, France
18,Sequence B,2023-10-02 22:14:49.494900+02:00,2023-10-02 22:14:49.494900+02:00,2023-10-02 22:24:49.494900+02:00,Resource 1_0, HIGH, France
17,Sequence C,2023-10-02 22:14:49.494900+02:00,2023-10-02 22:14:49.494900+02:00,2023-10-02 22:24:49.494900+02:00,Resource 1_1, HIGH, France
20,Sequence A,2023-10-02 22:24:49.494900+02:00,2023-10-02 22:24:49.494900+02:00,2023-10-02 22:34:49.494900+02:00,Resource 1_2, HIGH, France
19,Sequence B,2023-10-02 22:24:49.494900+02:00,2023-10-02 22:24:49.494900+02:00,2023-10-02 22:34:49.494900+02:00,Resource 1_3, HIGH, France
18,Sequence C,2023-10-02 22:24:49.494900+02:00,2023-10-02 22:24:49.494900+02:00,2023-10-02 22:34:49.494900+02:00,Resource 1_4, HIGH, France
21,Sequence A,2023-10-02 22:34:49.494900+02:00,2023-10-02 22:34:49.494900+02:00,2023-10-02 22:44:49.494900+02:00,Resource 1_0, HIGH, France
20,Sequence B,2023-10-02 22:34:49.494900+02:00,2023-10-02 22:34:49.494900+02:00,2023-10-02 22:44:49.494900+02:00,Resource 1_1, HIGH, France
19,Sequence C,2023-10-02 22:34:49.494900+02:00,2023-10-02 22:34:49.494900+02:00,2023-10-02 22:44:49.494900+02:00,Resource 1_2, HIGH, France
22,Sequence A,2023-10-02 22:44:49.494900+02:00,2023-10-02 22:44:49.494900+02:00,2023-10-02 22:54:49.494900+02:00,Resource 1_3, HIGH, France
21,Sequence B,2023-10-02 22:44:49.494900+02:00,2023-10-02 22:44:49.494900+02:00,2023-10-02 22:54:49.494900+02:00,Resource 1_4, HIGH, France
20,Sequence C,2023-10-02 22:44:49.494900+02:00,2023-10-02 22:44:49.494900+02:00,2023-10-02 22:54:49.494900+02:00,Resource 1_0, HIGH, France
23,Sequence A,2023-10-02 22:54:49.494900+02:00,2023-10-02 22:54:49.494900+02:00,2023-10-02 23:04:49.494900+02:00,Resource 1_1, HIGH, France
22,Sequence B,2023-10-02 22:54:49.494900+02:00,2023-10-02 22:54:49.494900+02:00,2023-10-02 23:04:49.494900+02:00,Resource 1_2, HIGH, France
21,Sequence C,2023-10-02 22:54:49.494900+02:00,2023-10-02 22:54:49.494900+02:00,2023-10-02 23:04:49.494900+02:00,Resource 1_3, HIGH, France
24,Sequence A,2023-10-02 23:04:49.494900+02:00,2023-10-02 23:04:49.494900+02:00,2023-10-02 23:14:49.494900+02:00,Resource 1_4, HIGH, France
23,Sequence B,2023-10-02 23:04:49.494900+02:00,2023-10-02 23:04:49.494900+02:00,2023-10-02 23:14:49.494900+02:00,Resource 1_0, HIGH, France
22,Sequence C,2023-10-02 23:04:49.494900+02:00,2023-10-02 23:04:49.494900+02:00,2023-10-02 23:14:49.494900+02:00,Resource 1_1, HIGH, France
25,Sequence A,2023-10-02 23:14:49.494900+02:00,2023-10-02 23:14:49.494900+02:00,2023-10-02 23:24:49.494900+02:00,Resource 1_2, HIGH, France
24,Sequence B,2023-10-02 23:14:49.494900+02:00,2023-10-02 23:14:49.494900+02:00,2023-10-02 23:24:49.494900+02:00,Resource 1_3, HIGH, France
23,Sequence C,2023-10-02 23:14:49.494900+02:00,2023-10-02 23:14:49.494900+02:00,2023-10-02 23:24:49.494900+02:00,Resource 1_4, HIGH, France
26,Sequence A,2023-10-02 23:24:49.494900+02:00,2023-10-02 23:24:49.494900+02:00,2023-10-02 23:34:49.494900+02:00,Resource 1_0, HIGH, France
25,Sequence B,2023-10-02 23:24:49.494900+02:00,2023-10-02 23:24:49.494900+02:00,2023-10-02 23:34:49.494900+02:00,Resource 1_1, HIGH, France
24,Sequence C,2023-10-02 23:24:49.494900+02:00,2023-10-02 23:24:49.494900+02:00,2023-10-02 23:34:49.494900+02:00,Resource 1_2, HIGH, France
27,Sequence A,2023-10-02 23:34:49.494900+02:00,2023-10-02 23:34:49.494900+02:00,2023-10-02 23:44:49.494900+02:00,Resource 1_3, HIGH, France
26,Sequence B,2023-10-02 23:34:49.494900+02:00,2023-10-02 23:34:49.494900+02:00,2023-10-02 23:44:49.494900+02:00,Resource 1_4, HIGH, France
25,Sequence C,2023-10-02 23:34:49.494900+02:00,2023-10-02 23:34:49.494900+02:00,2023-10-02 23:44:49.494900+02:00,Resource 1_0, HIGH, France
28,Sequence A,2023-10-02 23:44:49.494900+02:00,2023-10-02 23:44:49.494900+02:00,2023-10-02 23:54:49.494900+02:00,Resource 1_1, HIGH, France
27,Sequence B,2023-10-02 23:44:49.494900+02:00,2023-10-02 23:44:49.494900+02:00,2023-10-02 23:54:49.494900+02:00,Resource 1_2, HIGH, France
26,Sequence C,2023-10-02 23:44:49.494900+02:00,2023-10-02 23:44:49.494900+02:00,2023-10-02 23:54:49.494900+02:00,Resource 1_3, HIGH, France
29,Sequence A,2023-10-02 23:54:49.494900+02:00,2023-10-02 23:54:49.494900+02:00,2023-10-03 00:05:49.494900+02:00,Resource 1_4, HIGH, France
28,Sequence B,2023-10-02 23:54:49.494900+02:00,2023-10-02 23:54:49.494900+02:00,2023-10-03 00:05:49.494900+02:00,Resource 1_0, HIGH, France
27,Sequence C,2023-10-02 23:54:49.494900+02:00,2023-10-02 23:54:49.494900+02:00,2023-10-03 00:05:49.494900+02:00,Resource 1_1, HIGH, France
30,Sequence A,2023-10-03 00:04:49.494900+02:00,2023-10-03 00:04:49.494900+02:00,2023-10-03 00:14:49.494900+02:00,Resource 1_2, HIGH, France
29,Sequence B,2023-10-03 00:05:49.494900+02:00,2023-10-03 00:05:49.494900+02:00,2023-10-03 00:15:49.494900+02:00,Resource 1_3, HIGH, France
28,Sequence C,2023-10-03 00:05:49.494900+02:00,2023-10-03 00:05:49.494900+02:00,2023-10-03 00:15:49.494900+02:00,Resource 1_4, HIGH, France
31,Sequence A,2023-10-03 00:14:49.494900+02:00,2023-10-03 00:14:49.494900+02:00,2023-10-03 00:24:49.494900+02:00,Resource 1_0, HIGH, France
30,Sequence B,2023-10-03 00:14:49.494900+02:00,2023-10-03 00:14:49.494900+02:00,2023-10-03 00:24:49.494900+02:00,Resource 1_1, HIGH, France
29,Sequence C,2023-10-03 00:15:49.494900+02:00,2023-10-03 00:15:49.494900+02:00,2023-10-03 00:25:49.494900+02:00,Resource 1_2, HIGH, France
32,Sequence A,2023-10-03 00:24:49.494900+02:00,2023-10-03 00:24:49.494900+02:00,2023-10-03 00:34:49.494900+02:00,Resource 1_3, HIGH, France
31,Sequence B,2023-10-03 00:24:49.494900+02:00,2023-10-03 00:24:49.494900+02:00,2023-10-03 00:34:49.494900+02:00,Resource 1_4, HIGH, France
30,Sequence C,2023-10-03 00:24:49.494900+02:00,2023-10-03 00:24:49.494900+02:00,2023-10-03 00:34:49.494900+02:00,Resource 1_0, HIGH, France
33,Sequence A,2023-10-03 00:34:49.494900+02:00,2023-10-03 00:34:49.494900+02:00,2023-10-03 00:44:49.494900+02:00,Resource 1_1, HIGH, France
32,Sequence B,2023-10-03 00:34:49.494900+02:00,2023-10-03 00:34:49.494900+02:00,2023-10-03 00:44:49.494900+02:00,Resource 1_2, HIGH, France
31,Sequence C,2023-10-03 00:34:49.494900+02:00,2023-10-03 00:34:49.494900+02:00,2023-10-03 00:44:49.494900+02:00,Resource 1_3, HIGH, France
34,Sequence A,2023-10-03 00:44:49.494900+02:00,2023-10-03 00:44:49.494900+02:00,2023-10-03 00:54:49.494900+02:00,Resource 1_4, HIGH, France
33,Sequence B,2023-10-03 00:44:49.494900+02:00,2023-10-03 00:44:49.494900+02:00,2023-10-03 00:54:49.494900+02:00,Resource 1_0, HIGH, France
32,Sequence C,2023-10-03 00:44:49.494900+02:00,2023-10-03 00:44:49.494900+02:00,2023-10-03 00:54:49.494900+02:00,Resource 1_1, HIGH, France
35,Sequence A,2023-10-03 00:54:49.494900+02:00,2023-10-03 00:54:49.494900+02:00,2023-10-03 01:04:49.494900+02:00,Resource 1_2, HIGH, France
34,Sequence B,2023-10-03 00:54:49.494900+02:00,2023-10-03 00:54:49.494900+02:00,2023-10-03 01:04:49.494900+02:00,Resource 1_3, HIGH, France
33,Sequence C,2023-10-03 00:54:49.494900+02:00,2023-10-03 00:54:49.494900+02:00,2023-10-03 01:04:49.494900+02:00,Resource 1_4, HIGH, France
36,Sequence A,2023-10-03 01:04:49.494900+02:00,2023-10-03 01:04:49.494900+02:00,2023-10-03 01:14:49.494900+02:00,Resource 1_0, HIGH, France
35,Sequence B,2023-10-03 01:04:49.494900+02:00,2023-10-03 01:04:49.494900+02:00,2023-10-03 01:14:49.494900+02:00,Resource 1_1, HIGH, France
34,Sequence C,2023-10-03 01:04:49.494900+02:00,2023-10-03 01:04:49.494900+02:00,2023-10-03 01:14:49.494900+02:00,Resource 1_2, HIGH, France
37,Sequence A,2023-10-03 01:14:49.494900+02:00,2023-10-03 01:14:49.494900+02:00,2023-10-03 01:24:49.494900+02:00,Resource 1_3, HIGH, France
36,Sequence B,2023-10-03 01:14:49.494900+02:00,2023-10-03 01:14:49.494900+02:00,2023-10-03 01:24:49.494900+02:00,Resource 1_4, HIGH, France
35,Sequence C,2023-10-03 01:14:49.494900+02:00,2023-10-03 01:14:49.494900+02:00,2023-10-03 01:24:49.494900+02:00,Resource 1_0, HIGH, France
38,Sequence A,2023-10-03 01:24:49.494900+02:00,2023-10-03 01:24:49.494900+02:00,2023-10-03 01:34:49.494900+02:00,Resource 1_1, HIGH, France
37,Sequence B,2023-10-03 01:24:49.494900+02:00,2023-10-03 01:24:49.494900+02:00,2023-10-03 01:34:49.494900+02:00,Resource 1_2, HIGH, France
36,Sequence C,2023-10-03 01:24:49.494900+02:00,2023-10-03 01:24:49.494900+02:00,2023-10-03 01:34:49.494900+02:00,Resource 1_3, HIGH, France
39,Sequence A,2023-10-03 01:34:49.494900+02:00,2023-10-03 01:34:49.494900+02:00,2023-10-03 01:44:49.494900+02:00,Resource 1_4, HIGH, France
38,Sequence B,2023-10-03 01:34:49.494900+02:00,2023-10-03 01:34:49.494900+02:00,2023-10-03 01:44:49.494900+02:00,Resource 1_0, HIGH, France
37,Sequence C,2023-10-03 01:34:49.494900+02:00,2023-10-03 01:34:49.494900+02:00,2023-10-03 01:44:49.494900+02:00,Resource 1_1, HIGH, France
40,Sequence A,2023-10-03 01:44:49.494900+02:00,2023-10-03 01:44:49.494900+02:00,2023-10-03 01:54:49.494900+02:00,Resource 1_2, HIGH, France
39,Sequence B,2023-10-03 01:44:49.494900+02:00,2023-10-03 01:44:49.494900+02:00,2023-10-03 01:54:49.494900+02:00,Resource 1_3, HIGH, France
38,Sequence C,2023-10-03 01:44:49.494900+02:00,2023-10-03 01:44:49.494900+02:00,2023-10-03 01:54:49.494900+02:00,Resource 1_4, HIGH, France
41,Sequence A,2023-10-03 01:54:49.494900+02:00,2023-10-03 01:54:49.494900+02:00,2023-10-03 02:04:49.494900+02:00,Resource 1_0, HIGH, France
40,Sequence B,2023-10-03 01:54:49.494900+02:00,2023-10-03 01:54:49.494900+02:00,2023-10-03 02:04:49.494900+02:00,Resource 1_1, HIGH, France
39,Sequence C,2023-10-03 01:54:49.494900+02:00,2023-10-03 01:54:49.494900+02:00,2023-10-03 02:04:49.494900+02:00,Resource 1_2, HIGH, France
42,Sequence A,2023-10-03 02:04:49.494900+02:00,2023-10-03 02:04:49.494900+02:00,2023-10-03 02:14:49.494900+02:00,Resource 1_3, HIGH, France
41,Sequence B,2023-10-03 02:04:49.494900+02:00,2023-10-03 02:04:49.494900+02:00,2023-10-03 02:14:49.494900+02:00,Resource 1_4, HIGH, France
40,Sequence C,2023-10-03 02:04:49.494900+02:00,2023-10-03 02:04:49.494900+02:00,2023-10-03 02:14:49.494900+02:00,Resource 1_0, HIGH, France
43,Sequence A,2023-10-03 02:14:49.494900+02:00,2023-10-03 02:14:49.494900+02:00,2023-10-03 02:24:49.494900+02:00,Resource 1_1, HIGH, France
42,Sequence B,2023-10-03 02:14:49.494900+02:00,2023-10-03 02:14:49.494900+02:00,2023-10-03 02:24:49.494900+02:00,Resource 1_2, HIGH, France
41,Sequence C,2023-10-03 02:14:49.494900+02:00,2023-10-03 02:14:49.494900+02:00,2023-10-03 02:24:49.494900+02:00,Resource 1_3, HIGH, France
44,Sequence A,2023-10-03 02:24:49.494900+02:00,2023-10-03 02:24:49.494900+02:00,2023-10-03 02:34:49.494900+02:00,Resource 1_4, HIGH, France
43,Sequence B,2023-10-03 02:24:49.494900+02:00,2023-10-03 02:24:49.494900+02:00,2023-10-03 02:34:49.494900+02:00,Resource 1_0, HIGH, France
42,Sequence C,2023-10-03 02:24:49.494900+02:00,2023-10-03 02:24:49.494900+02:00,2023-10-03 02:34:49.494900+02:00,Resource 1_1, HIGH, France
45,Sequence A,2023-10-03 02:34:49.494900+02:00,2023-10-03 02:34:49.494900+02:00,2023-10-03 02:44:49.494900+02:00,Resource 1_2, HIGH, France
44,Sequence B,2023-10-03 02:34:49.494900+02:00,2023-10-03 02:34:49.494900+02:00,2023-10-03 02:44:49.494900+02:00,Resource 1_3, HIGH, France
43,Sequence C,2023-10-03 02:34:49.494900+02:00,2023-10-03 02:34:49.494900+02:00,2023-10-03 02:44:49.494900+02:00,Resource 1_4, HIGH, France
46,Sequence A,2023-10-03 02:44:49.494900+02:00,2023-10-03 02:44:49.494900+02:00,2023-10-03 02:54:49.494900+02:00,Resource 1_0, HIGH, France
45,Sequence B,2023-10-03 02:44:49.494900+02:00,2023-10-03 02:44:49.494900+02:00,2023-10-03 02:54:49.494900+02:00,Resource 1_1, HIGH, France
44,Sequence C,2023-10-03 02:44:49.494900+02:00,2023-10-03 02:44:49.494900+02:00,2023-10-03 02:54:49.494900+02:00,Resource 1_2, HIGH, France
47,Sequence A,2023-10-03 02:54:49.494900+02:00,2023-10-03 02:54:49.494900+02:00,2023-10-03 03:04:49.494900+02:00,Resource 1_3, HIGH, France
46,Sequence B,2023-10-03 02:54:49.494900+02:00,2023-10-03 02:54:49.494900+02:00,2023-10-03 03:04:49.494900+02:00,Resource 1_4, HIGH, France
45,Sequence C,2023-10-03 02:54:49.494900+02:00,2023-10-03 02:54:49.494900+02:00,2023-10-03 03:04:49.494900+02:00,Resource 1_0, HIGH, France
48,Sequence A,2023-10-03 03:04:49.494900+02:00,2023-10-03 03:04:49.494900+02:00,2023-10-03 03:14:49.494900+02:00,Resource 1_1, HIGH, France
47,Sequence B,2023-10-03 03:04:49.494900+02:00,2023-10-03 03:04:49.494900+02:00,2023-10-03 03:14:49.494900+02:00,Resource 1_2, HIGH, France
46,Sequence C,2023-10-03 03:04:49.494900+02:00,2023-10-03 03:04:49.494900+02:00,2023-10-03 03:14:49.494900+02:00,Resource 1_3, HIGH, France
49,Sequence A,2023-10-03 03:14:49.494900+02:00,2023-10-03 03:14:49.494900+02:00,2023-10-03 03:24:49.494900+02:00,Resource 1_4, HIGH, France
48,Sequence B,2023-10-03 03:14:49.494900+02:00,2023-10-03 03:14:49.494900+02:00,2023-10-03 03:24:49.494900+02:00,Resource 1_0, HIGH, France
47,Sequence C,2023-10-03 03:14:49.494900+02:00,2023-10-03 03:14:49.494900+02:00,2023-10-03 03:24:49.494900+02:00,Resource 1_1, HIGH, France
50,Sequence A,2023-10-03 03:24:49.494900+02:00,2023-10-03 03:24:49.494900+02:00,2023-10-03 03:34:49.494900+02:00,Resource 1_2, HIGH, France
49,Sequence B,2023-10-03 03:24:49.494900+02:00,2023-10-03 03:24:49.494900+02:00,2023-10-03 03:34:49.494900+02:00,Resource 1_3, HIGH, France
48,Sequence C,2023-10-03 03:24:49.494900+02:00,2023-10-03 03:24:49.494900+02:00,2023-10-03 03:34:49.494900+02:00,Resource 1_4, HIGH, France
51,Sequence A,2023-10-03 03:34:49.494900+02:00,2023-10-03 03:34:49.494900+02:00,2023-10-03 03:44:49.494900+02:00,Resource 1_0, HIGH, France
50,Sequence B,2023-10-03 03:34:49.494900+02:00,2023-10-03 03:34:49.494900+02:00,2023-10-03 03:44:49.494900+02:00,Resource 1_1, HIGH, France
49,Sequence C,2023-10-03 03:34:49.494900+02:00,2023-10-03 03:34:49.494900+02:00,2023-10-03 03:44:49.494900+02:00,Resource 1_2, HIGH, France
52,Sequence A,2023-10-03 03:44:49.494900+02:00,2023-10-03 03:44:49.494900+02:00,2023-10-03 03:54:49.494900+02:00,Resource 1_3, HIGH, France
51,Sequence B,2023-10-03 03:44:49.494900+02:00,2023-10-03 03:44:49.494900+02:00,2023-10-03 03:54:49.494900+02:00,Resource 1_4, HIGH, France
50,Sequence C,2023-10-03 03:44:49.494900+02:00,2023-10-03 03:44:49.494900+02:00,2023-10-03 03:54:49.494900+02:00,Resource 1_0, HIGH, France
53,Sequence A,2023-10-03 03:54:49.494900+02:00,2023-10-03 03:54:49.494900+02:00,2023-10-03 04:04:49.494900+02:00,Resource 1_1, HIGH, France
52,Sequence B,2023-10-03 03:54:49.494900+02:00,2023-10-03 03:54:49.494900+02:00,2023-10-03 04:04:49.494900+02:00,Resource 1_2, HIGH, France
51,Sequence C,2023-10-03 03:54:49.494900+02:00,2023-10-03 03:54:49.494900+02:00,2023-10-03 04:04:49.494900+02:00,Resource 1_3, HIGH, France
54,Sequence A,2023-10-03 04:04:49.494900+02:00,2023-10-03 04:04:49.494900+02:00,2023-10-03 04:14:49.494900+02:00,Resource 1_4, HIGH, France
53,Sequence B,2023-10-03 04:04:49.494900+02:00,2023-10-03 04:04:49.494900+02:00,2023-10-03 04:14:49.494900+02:00,Resource 1_0, HIGH, France
52,Sequence C,2023-10-03 04:04:49.494900+02:00,2023-10-03 04:04:49.494900+02:00,2023-10-03 04:14:49.494900+02:00,Resource 1_1, HIGH, France
55,Sequence A,2023-10-03 04:14:49.494900+02:00,2023-10-03 04:14:49.494900+02:00,2023-10-03 04:24:49.494900+02:00,Resource 1_2, HIGH, France
54,Sequence B,2023-10-03 04:14:49.494900+02:00,2023-10-03 04:14:49.494900+02:00,2023-10-03 04:24:49.494900+02:00,Resource 1_3, HIGH, France
53,Sequence C,2023-10-03 04:14:49.494900+02:00,2023-10-03 04:14:49.494900+02:00,2023-10-03 04:24:49.494900+02:00,Resource 1_4, HIGH, France
56,Sequence A,2023-10-03 04:24:49.494900+02:00,2023-10-03 04:24:49.494900+02:00,2023-10-03 04:34:49.494900+02:00,Resource 1_0, HIGH, France
55,Sequence B,2023-10-03 04:24:49.494900+02:00,2023-10-03 04:24:49.494900+02:00,2023-10-03 04:34:49.494900+02:00,Resource 1_1, HIGH, France
