case_id,activity,enable_time,start_time,end_time,resource
12,Sequence A,2023-11-02 21:04:49.494900+02:00,2023-11-02 21:04:49.494900+02:00,2023-11-02 21:14:49.494900+02:00,Batcher resource 1_1
11,Sequence B,2023-11-02 21:04:49.494900+02:00,2023-11-02 21:04:49.494900+02:00,2023-11-02 21:14:49.494900+02:00,Batcher resource 1_2
13,Sequence A,2023-11-02 21:14:49.494900+02:00,2023-11-02 21:14:49.494900+02:00,2023-11-02 21:24:49.494900+02:00,Batcher resource 1_4
12,Sequence B,2023-11-02 21:14:49.494900+02:00,2023-11-02 21:14:49.494900+02:00,2023-11-02 21:24:49.494900+02:00,Batcher resource 1_0
14,Sequence A,2023-11-02 21:24:49.494900+02:00,2023-11-02 21:24:49.494900+02:00,2023-11-02 21:34:49.494900+02:00,Batcher resource 1_1
13,Sequence B,2023-11-02 21:24:49.494900+02:00,2023-11-02 21:24:49.494900+02:00,2023-11-02 21:34:49.494900+02:00,Batcher resource 1_2
15,Sequence A,2023-11-02 21:34:49.494900+02:00,2023-11-02 21:34:49.494900+02:00,2023-11-02 21:44:49.494900+02:00,Batcher resource 1_4
14,Sequence B,2023-11-02 21:34:49.494900+02:00,2023-11-02 21:34:49.494900+02:00,2023-11-02 21:44:49.494900+02:00,Batcher resource 1_0
16,Sequence A,2023-11-02 21:44:49.494900+02:00,2023-11-02 21:44:49.494900+02:00,2023-11-02 21:54:49.494900+02:00,Batcher resource 1_1
15,Sequence B,2023-11-02 21:44:49.494900+02:00,2023-11-02 21:44:49.494900+02:00,2023-11-02 21:54:49.494900+02:00,Batcher resource 1_2
10,Sequence C,2023-11-02 21:04:49.494900+02:00,2023-11-02 21:44:49.494900+02:00,2023-11-02 21:54:49.494900+02:00,Batcher resource 1_3
11,Sequence C,2023-11-02 21:14:49.494900+02:00,2023-11-02 21:54:49.494900+02:00,2023-11-02 22:04:49.494900+02:00,Batcher resource 1_3
12,Sequence C,2023-11-02 21:24:49.494900+02:00,2023-11-02 22:04:49.494900+02:00,2023-11-02 22:14:49.494900+02:00,Batcher resource 1_3
13,Sequence C,2023-11-02 21:34:49.494900+02:00,2023-11-02 22:14:49.494900+02:00,2023-11-02 22:24:49.494900+02:00,Batcher resource 1_3
14,Sequence C,2023-11-02 21:44:49.494900+02:00,2023-11-02 22:24:49.494900+02:00,2023-11-02 22:34:49.494900+02:00,Batcher resource 1_3
17,Sequence A,2023-11-02 21:54:49.494900+02:00,2023-11-02 21:54:49.494900+02:00,2023-11-02 22:04:49.494900+02:00,Batcher resource 1_4
16,Sequence B,2023-11-02 21:54:49.494900+02:00,2023-11-02 21:54:49.494900+02:00,2023-11-02 22:04:49.494900+02:00,Batcher resource 1_0
18,Sequence A,2023-11-02 22:04:49.494900+02:00,2023-11-02 22:04:49.494900+02:00,2023-11-02 22:14:49.494900+02:00,Batcher resource 1_1
17,Sequence B,2023-11-02 22:04:49.494900+02:00,2023-11-02 22:04:49.494900+02:00,2023-11-02 22:14:49.494900+02:00,Batcher resource 1_2
19,Sequence A,2023-11-02 22:14:49.494900+02:00,2023-11-02 22:14:49.494900+02:00,2023-11-02 22:24:49.494900+02:00,Batcher resource 1_4
18,Sequence B,2023-11-02 22:14:49.494900+02:00,2023-11-02 22:14:49.494900+02:00,2023-11-02 22:24:49.494900+02:00,Batcher resource 1_0
20,Sequence A,2023-11-02 22:24:49.494900+02:00,2023-11-02 22:24:49.494900+02:00,2023-11-02 22:34:49.494900+02:00,Batcher resource 1_1
19,Sequence B,2023-11-02 22:24:49.494900+02:00,2023-11-02 22:24:49.494900+02:00,2023-11-02 22:34:49.494900+02:00,Batcher resource 1_2
21,Sequence A,2023-11-02 22:34:49.494900+02:00,2023-11-02 22:34:49.494900+02:00,2023-11-02 22:44:49.494900+02:00,Batcher resource 1_4
20,Sequence B,2023-11-02 22:34:49.494900+02:00,2023-11-02 22:34:49.494900+02:00,2023-11-02 22:44:49.494900+02:00,Batcher resource 1_0
15,Sequence C,2023-11-02 21:54:49.494900+02:00,2023-11-02 22:34:49.494900+02:00,2023-11-02 22:44:49.494900+02:00,Batcher resource 1_3
16,Sequence C,2023-11-02 22:04:49.494900+02:00,2023-11-02 22:44:49.494900+02:00,2023-11-02 22:54:49.494900+02:00,Batcher resource 1_3
17,Sequence C,2023-11-02 22:14:49.494900+02:00,2023-11-02 22:54:49.494900+02:00,2023-11-02 23:04:49.494900+02:00,Batcher resource 1_3
18,Sequence C,2023-11-02 22:24:49.494900+02:00,2023-11-02 23:04:49.494900+02:00,2023-11-02 23:14:49.494900+02:00,Batcher resource 1_3
19,Sequence C,2023-11-02 22:34:49.494900+02:00,2023-11-02 23:14:49.494900+02:00,2023-11-02 23:24:49.494900+02:00,Batcher resource 1_3
22,Sequence A,2023-11-02 22:44:49.494900+02:00,2023-11-02 22:44:49.494900+02:00,2023-11-02 22:54:49.494900+02:00,Batcher resource 1_1
21,Sequence B,2023-11-02 22:44:49.494900+02:00,2023-11-02 22:44:49.494900+02:00,2023-11-02 22:54:49.494900+02:00,Batcher resource 1_2
23,Sequence A,2023-11-02 22:54:49.494900+02:00,2023-11-02 22:54:49.494900+02:00,2023-11-02 23:04:49.494900+02:00,Batcher resource 1_4
22,Sequence B,2023-11-02 22:54:49.494900+02:00,2023-11-02 22:54:49.494900+02:00,2023-11-02 23:04:49.494900+02:00,Batcher resource 1_0
24,Sequence A,2023-11-02 23:04:49.494900+02:00,2023-11-02 23:04:49.494900+02:00,2023-11-02 23:14:49.494900+02:00,Batcher resource 1_1
23,Sequence B,2023-11-02 23:04:49.494900+02:00,2023-11-02 23:04:49.494900+02:00,2023-11-02 23:14:49.494900+02:00,Batcher resource 1_2
25,Sequence A,2023-11-02 23:14:49.494900+02:00,2023-11-02 23:14:49.494900+02:00,2023-11-02 23:24:49.494900+02:00,Batcher resource 1_4
24,Sequence B,2023-11-02 23:14:49.494900+02:00,2023-11-02 23:14:49.494900+02:00,2023-11-02 23:24:49.494900+02:00,Batcher resource 1_0
26,Sequence A,2023-11-02 23:24:49.494900+02:00,2023-11-02 23:24:49.494900+02:00,2023-11-02 23:34:49.494900+02:00,Batcher resource 1_1
25,Sequence B,2023-11-02 23:24:49.494900+02:00,2023-11-02 23:24:49.494900+02:00,2023-11-02 23:34:49.494900+02:00,Batcher resource 1_2
20,Sequence C,2023-11-02 22:44:49.494900+02:00,2023-11-02 23:24:49.494900+02:00,2023-11-02 23:34:49.494900+02:00,Batcher resource 1_3
21,Sequence C,2023-11-02 22:54:49.494900+02:00,2023-11-02 23:34:49.494900+02:00,2023-11-02 23:44:49.494900+02:00,Batcher resource 1_3
22,Sequence C,2023-11-02 23:04:49.494900+02:00,2023-11-02 23:44:49.494900+02:00,2023-11-02 23:54:49.494900+02:00,Batcher resource 1_3
23,Sequence C,2023-11-02 23:14:49.494900+02:00,2023-11-02 23:54:49.494900+02:00,2023-11-03 00:05:49.494900+02:00,Batcher resource 1_3
24,Sequence C,2023-11-02 23:24:49.494900+02:00,2023-11-03 00:05:49.494900+02:00,2023-11-03 00:15:49.494900+02:00,Batcher resource 1_3
27,Sequence A,2023-11-02 23:34:49.494900+02:00,2023-11-02 23:34:49.494900+02:00,2023-11-02 23:44:49.494900+02:00,Batcher resource 1_4
26,Sequence B,2023-11-02 23:34:49.494900+02:00,2023-11-02 23:34:49.494900+02:00,2023-11-02 23:44:49.494900+02:00,Batcher resource 1_0
28,Sequence A,2023-11-02 23:44:49.494900+02:00,2023-11-02 23:44:49.494900+02:00,2023-11-02 23:54:49.494900+02:00,Batcher resource 1_1
27,Sequence B,2023-11-02 23:44:49.494900+02:00,2023-11-02 23:44:49.494900+02:00,2023-11-02 23:54:49.494900+02:00,Batcher resource 1_2
29,Sequence A,2023-11-02 23:54:49.494900+02:00,2023-11-02 23:54:49.494900+02:00,2023-11-03 00:05:49.494900+02:00,Batcher resource 1_4
28,Sequence B,2023-11-02 23:54:49.494900+02:00,2023-11-02 23:54:49.494900+02:00,2023-11-03 00:05:49.494900+02:00,Batcher resource 1_0
30,Sequence A,2023-11-03 00:04:49.494900+02:00,2023-11-03 00:04:49.494900+02:00,2023-11-03 00:14:49.494900+02:00,Batcher resource 1_1
29,Sequence B,2023-11-03 00:05:49.494900+02:00,2023-11-03 00:05:49.494900+02:00,2023-11-03 00:15:49.494900+02:00,Batcher resource 1_2
31,Sequence A,2023-11-03 00:14:49.494900+02:00,2023-11-03 00:14:49.494900+02:00,2023-11-03 00:24:49.494900+02:00,Batcher resource 1_4
30,Sequence B,2023-11-03 00:14:49.494900+02:00,2023-11-03 00:14:49.494900+02:00,2023-11-03 00:24:49.494900+02:00,Batcher resource 1_0
25,Sequence C,2023-11-02 23:34:49.494900+02:00,2023-11-03 00:15:49.494900+02:00,2023-11-03 00:25:49.494900+02:00,Batcher resource 1_1
26,Sequence C,2023-11-02 23:44:49.494900+02:00,2023-11-03 00:25:49.494900+02:00,2023-11-03 00:35:49.494900+02:00,Batcher resource 1_1
27,Sequence C,2023-11-02 23:54:49.494900+02:00,2023-11-03 00:35:49.494900+02:00,2023-11-03 00:45:49.494900+02:00,Batcher resource 1_1
28,Sequence C,2023-11-03 00:05:49.494900+02:00,2023-11-03 00:45:49.494900+02:00,2023-11-03 00:55:49.494900+02:00,Batcher resource 1_1
29,Sequence C,2023-11-03 00:15:49.494900+02:00,2023-11-03 00:55:49.494900+02:00,2023-11-03 01:05:49.494900+02:00,Batcher resource 1_1
32,Sequence A,2023-11-03 00:24:49.494900+02:00,2023-11-03 00:24:49.494900+02:00,2023-11-03 00:34:49.494900+02:00,Batcher resource 1_3
31,Sequence B,2023-11-03 00:24:49.494900+02:00,2023-11-03 00:24:49.494900+02:00,2023-11-03 00:34:49.494900+02:00,Batcher resource 1_2
33,Sequence A,2023-11-03 00:34:49.494900+02:00,2023-11-03 00:34:49.494900+02:00,2023-11-03 00:44:49.494900+02:00,Batcher resource 1_4
32,Sequence B,2023-11-03 00:34:49.494900+02:00,2023-11-03 00:34:49.494900+02:00,2023-11-03 00:44:49.494900+02:00,Batcher resource 1_0
34,Sequence A,2023-11-03 00:44:49.494900+02:00,2023-11-03 00:44:49.494900+02:00,2023-11-03 00:54:49.494900+02:00,Batcher resource 1_3
33,Sequence B,2023-11-03 00:44:49.494900+02:00,2023-11-03 00:44:49.494900+02:00,2023-11-03 00:54:49.494900+02:00,Batcher resource 1_2
35,Sequence A,2023-11-03 00:54:49.494900+02:00,2023-11-03 00:54:49.494900+02:00,2023-11-03 01:04:49.494900+02:00,Batcher resource 1_4
34,Sequence B,2023-11-03 00:54:49.494900+02:00,2023-11-03 00:54:49.494900+02:00,2023-11-03 01:04:49.494900+02:00,Batcher resource 1_0
36,Sequence A,2023-11-03 01:04:49.494900+02:00,2023-11-03 01:04:49.494900+02:00,2023-11-03 01:14:49.494900+02:00,Batcher resource 1_3
35,Sequence B,2023-11-03 01:04:49.494900+02:00,2023-11-03 01:04:49.494900+02:00,2023-11-03 01:14:49.494900+02:00,Batcher resource 1_2
30,Sequence C,2023-11-03 00:24:49.494900+02:00,2023-11-03 01:04:49.494900+02:00,2023-11-03 01:14:49.494900+02:00,Batcher resource 1_4
31,Sequence C,2023-11-03 00:34:49.494900+02:00,2023-11-03 01:14:49.494900+02:00,2023-11-03 01:24:49.494900+02:00,Batcher resource 1_4
32,Sequence C,2023-11-03 00:44:49.494900+02:00,2023-11-03 01:24:49.494900+02:00,2023-11-03 01:34:49.494900+02:00,Batcher resource 1_4
33,Sequence C,2023-11-03 00:54:49.494900+02:00,2023-11-03 01:34:49.494900+02:00,2023-11-03 01:44:49.494900+02:00,Batcher resource 1_4
34,Sequence C,2023-11-03 01:04:49.494900+02:00,2023-11-03 01:44:49.494900+02:00,2023-11-03 01:54:49.494900+02:00,Batcher resource 1_4
37,Sequence A,2023-11-03 01:14:49.494900+02:00,2023-11-03 01:14:49.494900+02:00,2023-11-03 01:24:49.494900+02:00,Batcher resource 1_0
36,Sequence B,2023-11-03 01:14:49.494900+02:00,2023-11-03 01:14:49.494900+02:00,2023-11-03 01:24:49.494900+02:00,Batcher resource 1_1
38,Sequence A,2023-11-03 01:24:49.494900+02:00,2023-11-03 01:24:49.494900+02:00,2023-11-03 01:34:49.494900+02:00,Batcher resource 1_3
37,Sequence B,2023-11-03 01:24:49.494900+02:00,2023-11-03 01:24:49.494900+02:00,2023-11-03 01:34:49.494900+02:00,Batcher resource 1_2
39,Sequence A,2023-11-03 01:34:49.494900+02:00,2023-11-03 01:34:49.494900+02:00,2023-11-03 01:44:49.494900+02:00,Batcher resource 1_0
38,Sequence B,2023-11-03 01:34:49.494900+02:00,2023-11-03 01:34:49.494900+02:00,2023-11-03 01:44:49.494900+02:00,Batcher resource 1_1
40,Sequence A,2023-11-03 01:44:49.494900+02:00,2023-11-03 01:44:49.494900+02:00,2023-11-03 01:54:49.494900+02:00,Batcher resource 1_3
39,Sequence B,2023-11-03 01:44:49.494900+02:00,2023-11-03 01:44:49.494900+02:00,2023-11-03 01:54:49.494900+02:00,Batcher resource 1_2
41,Sequence A,2023-11-03 01:54:49.494900+02:00,2023-11-03 01:54:49.494900+02:00,2023-11-03 02:04:49.494900+02:00,Batcher resource 1_0
40,Sequence B,2023-11-03 01:54:49.494900+02:00,2023-11-03 01:54:49.494900+02:00,2023-11-03 02:04:49.494900+02:00,Batcher resource 1_1
35,Sequence C,2023-11-03 01:14:49.494900+02:00,2023-11-03 01:54:49.494900+02:00,2023-11-03 02:04:49.494900+02:00,Batcher resource 1_4
36,Sequence C,2023-11-03 01:24:49.494900+02:00,2023-11-03 02:04:49.494900+02:00,2023-11-03 02:14:49.494900+02:00,Batcher resource 1_4
37,Sequence C,2023-11-03 01:34:49.494900+02:00,2023-11-03 02:14:49.494900+02:00,2023-11-03 02:24:49.494900+02:00,Batcher resource 1_4
38,Sequence C,2023-11-03 01:44:49.494900+02:00,2023-11-03 02:24:49.494900+02:00,2023-11-03 02:34:49.494900+02:00,Batcher resource 1_4
39,Sequence C,2023-11-03 01:54:49.494900+02:00,2023-11-03 02:34:49.494900+02:00,2023-11-03 02:44:49.494900+02:00,Batcher resource 1_4
42,Sequence A,2023-11-03 02:04:49.494900+02:00,2023-11-03 02:04:49.494900+02:00,2023-11-03 02:14:49.494900+02:00,Batcher resource 1_3
41,Sequence B,2023-11-03 02:04:49.494900+02:00,2023-11-03 02:04:49.494900+02:00,2023-11-03 02:14:49.494900+02:00,Batcher resource 1_2
43,Sequence A,2023-11-03 02:14:49.494900+02:00,2023-11-03 02:14:49.494900+02:00,2023-11-03 02:24:49.494900+02:00,Batcher resource 1_0
42,Sequence B,2023-11-03 02:14:49.494900+02:00,2023-11-03 02:14:49.494900+02:00,2023-11-03 02:24:49.494900+02:00,Batcher resource 1_1
44,Sequence A,2023-11-03 02:24:49.494900+02:00,2023-11-03 02:24:49.494900+02:00,2023-11-03 02:34:49.494900+02:00,Batcher resource 1_3
43,Sequence B,2023-11-03 02:24:49.494900+02:00,2023-11-03 02:24:49.494900+02:00,2023-11-03 02:34:49.494900+02:00,Batcher resource 1_2
45,Sequence A,2023-11-03 02:34:49.494900+02:00,2023-11-03 02:34:49.494900+02:00,2023-11-03 02:44:49.494900+02:00,Batcher resource 1_0
44,Sequence B,2023-11-03 02:34:49.494900+02:00,2023-11-03 02:34:49.494900+02:00,2023-11-03 02:44:49.494900+02:00,Batcher resource 1_1
46,Sequence A,2023-11-03 02:44:49.494900+02:00,2023-11-03 02:44:49.494900+02:00,2023-11-03 02:54:49.494900+02:00,Batcher resource 1_3
45,Sequence B,2023-11-03 02:44:49.494900+02:00,2023-11-03 02:44:49.494900+02:00,2023-11-03 02:54:49.494900+02:00,Batcher resource 1_2
40,Sequence C,2023-11-03 02:04:49.494900+02:00,2023-11-03 02:44:49.494900+02:00,2023-11-03 02:54:49.494900+02:00,Batcher resource 1_4
41,Sequence C,2023-11-03 02:14:49.494900+02:00,2023-11-03 02:54:49.494900+02:00,2023-11-03 03:04:49.494900+02:00,Batcher resource 1_4
42,Sequence C,2023-11-03 02:24:49.494900+02:00,2023-11-03 03:04:49.494900+02:00,2023-11-03 03:14:49.494900+02:00,Batcher resource 1_4
43,Sequence C,2023-11-03 02:34:49.494900+02:00,2023-11-03 03:14:49.494900+02:00,2023-11-03 03:24:49.494900+02:00,Batcher resource 1_4
44,Sequence C,2023-11-03 02:44:49.494900+02:00,2023-11-03 03:24:49.494900+02:00,2023-11-03 03:34:49.494900+02:00,Batcher resource 1_4
47,Sequence A,2023-11-03 02:54:49.494900+02:00,2023-11-03 02:54:49.494900+02:00,2023-11-03 03:04:49.494900+02:00,Batcher resource 1_0
46,Sequence B,2023-11-03 02:54:49.494900+02:00,2023-11-03 02:54:49.494900+02:00,2023-11-03 03:04:49.494900+02:00,Batcher resource 1_1
48,Sequence A,2023-11-03 03:04:49.494900+02:00,2023-11-03 03:04:49.494900+02:00,2023-11-03 03:14:49.494900+02:00,Batcher resource 1_3
47,Sequence B,2023-11-03 03:04:49.494900+02:00,2023-11-03 03:04:49.494900+02:00,2023-11-03 03:14:49.494900+02:00,Batcher resource 1_2
49,Sequence A,2023-11-03 03:14:49.494900+02:00,2023-11-03 03:14:49.494900+02:00,2023-11-03 03:24:49.494900+02:00,Batcher resource 1_0
48,Sequence B,2023-11-03 03:14:49.494900+02:00,2023-11-03 03:14:49.494900+02:00,2023-11-03 03:24:49.494900+02:00,Batcher resource 1_1
50,Sequence A,2023-11-03 03:24:49.494900+02:00,2023-11-03 03:24:49.494900+02:00,2023-11-03 03:34:49.494900+02:00,Batcher resource 1_3
49,Sequence B,2023-11-03 03:24:49.494900+02:00,2023-11-03 03:24:49.494900+02:00,2023-11-03 03:34:49.494900+02:00,Batcher resource 1_2
51,Sequence A,2023-11-03 03:34:49.494900+02:00,2023-11-03 03:34:49.494900+02:00,2023-11-03 03:44:49.494900+02:00,Batcher resource 1_0
50,Sequence B,2023-11-03 03:34:49.494900+02:00,2023-11-03 03:34:49.494900+02:00,2023-11-03 03:44:49.494900+02:00,Batcher resource 1_1
45,Sequence C,2023-11-03 02:54:49.494900+02:00,2023-11-03 03:34:49.494900+02:00,2023-11-03 03:44:49.494900+02:00,Batcher resource 1_4
46,Sequence C,2023-11-03 03:04:49.494900+02:00,2023-11-03 03:44:49.494900+02:00,2023-11-03 03:54:49.494900+02:00,Batcher resource 1_4
47,Sequence C,2023-11-03 03:14:49.494900+02:00,2023-11-03 03:54:49.494900+02:00,2023-11-03 04:04:49.494900+02:00,Batcher resource 1_4
48,Sequence C,2023-11-03 03:24:49.494900+02:00,2023-11-03 04:04:49.494900+02:00,2023-11-03 04:14:49.494900+02:00,Batcher resource 1_4
49,Sequence C,2023-11-03 03:34:49.494900+02:00,2023-11-03 04:14:49.494900+02:00,2023-11-03 04:24:49.494900+02:00,Batcher resource 1_4
52,Sequence A,2023-11-03 03:44:49.494900+02:00,2023-11-03 03:44:49.494900+02:00,2023-11-03 03:54:49.494900+02:00,Batcher resource 1_3
51,Sequence B,2023-11-03 03:44:49.494900+02:00,2023-11-03 03:44:49.494900+02:00,2023-11-03 03:54:49.494900+02:00,Batcher resource 1_2
53,Sequence A,2023-11-03 03:54:49.494900+02:00,2023-11-03 03:54:49.494900+02:00,2023-11-03 04:04:49.494900+02:00,Batcher resource 1_0
52,Sequence B,2023-11-03 03:54:49.494900+02:00,2023-11-03 03:54:49.494900+02:00,2023-11-03 04:04:49.494900+02:00,Batcher resource 1_1
54,Sequence A,2023-11-03 04:04:49.494900+02:00,2023-11-03 04:04:49.494900+02:00,2023-11-03 04:14:49.494900+02:00,Batcher resource 1_3
53,Sequence B,2023-11-03 04:04:49.494900+02:00,2023-11-03 04:04:49.494900+02:00,2023-11-03 04:14:49.494900+02:00,Batcher resource 1_2
55,Sequence A,2023-11-03 04:14:49.494900+02:00,2023-11-03 04:14:49.494900+02:00,2023-11-03 04:24:49.494900+02:00,Batcher resource 1_0
54,Sequence B,2023-11-03 04:14:49.494900+02:00,2023-11-03 04:14:49.494900+02:00,2023-11-03 04:24:49.494900+02:00,Batcher resource 1_1
56,Sequence A,2023-11-03 04:24:49.494900+02:00,2023-11-03 04:24:49.494900+02:00,2023-11-03 04:34:49.494900+02:00,Batcher resource 1_3
55,Sequence B,2023-11-03 04:24:49.494900+02:00,2023-11-03 04:24:49.494900+02:00,2023-11-03 04:34:49.494900+02:00,Batcher resource 1_2
50,Sequence C,2023-11-03 03:44:49.494900+02:00,2023-11-03 04:24:49.494900+02:00,2023-11-03 04:34:49.494900+02:00,Batcher resource 1_4
51,Sequence C,2023-11-03 03:54:49.494900+02:00,2023-11-03 04:34:49.494900+02:00,2023-11-03 04:44:49.494900+02:00,Batcher resource 1_4
52,Sequence C,2023-11-03 04:04:49.494900+02:00,2023-11-03 04:44:49.494900+02:00,2023-11-03 04:54:49.494900+02:00,Batcher resource 1_4
53,Sequence C,2023-11-03 04:14:49.494900+02:00,2023-11-03 04:54:49.494900+02:00,2023-11-03 05:04:49.494900+02:00,Batcher resource 1_4
54,Sequence C,2023-11-03 04:24:49.494900+02:00,2023-11-03 05:04:49.494900+02:00,2023-11-03 05:14:49.494900+02:00,Batcher resource 1_4
57,Sequence A,2023-11-03 04:34:49.494900+02:00,2023-11-03 04:34:49.494900+02:00,2023-11-03 04:44:49.494900+02:00,Batcher resource 1_0
56,Sequence B,2023-11-03 04:34:49.494900+02:00,2023-11-03 04:34:49.494900+02:00,2023-11-03 04:44:49.494900+02:00,Batcher resource 1_1
58,Sequence A,2023-11-03 04:44:49.494900+02:00,2023-11-03 04:44:49.494900+02:00,2023-11-03 04:54:49.494900+02:00,Batcher resource 1_3
57,Sequence B,2023-11-03 04:44:49.494900+02:00,2023-11-03 04:44:49.494900+02:00,2023-11-03 04:54:49.494900+02:00,Batcher resource 1_2
59,Sequence A,2023-11-03 04:54:49.494900+02:00,2023-11-03 04:54:49.494900+02:00,2023-11-03 05:04:49.494900+02:00,Batcher resource 1_0
58,Sequence B,2023-11-03 04:54:49.494900+02:00,2023-11-03 04:54:49.494900+02:00,2023-11-03 05:04:49.494900+02:00,Batcher resource 1_1
60,Sequence A,2023-11-03 05:04:49.494900+02:00,2023-11-03 05:04:49.494900+02:00,2023-11-03 05:14:49.494900+02:00,Batcher resource 1_3
59,Sequence B,2023-11-03 05:04:49.494900+02:00,2023-11-03 05:04:49.494900+02:00,2023-11-03 05:14:49.494900+02:00,Batcher resource 1_2
