case_id,activity,enable_time,start_time,end_time,resource
12,Sequence B,2023-11-02 21:14:49.494900+02:00,2023-11-02 21:14:49.494900+02:00,2023-11-02 21:24:49.494900+02:00,No batcher resource 1_2
11,Sequence C,2023-11-02 21:14:49.494900+02:00,2023-11-02 21:14:49.494900+02:00,2023-11-02 21:24:49.494900+02:00,No batcher resource 1_3
14,Sequence A,2023-11-02 21:24:49.494900+02:00,2023-11-02 21:24:49.494900+02:00,2023-11-02 21:34:49.494900+02:00,No batcher resource 1_4
13,Sequence B,2023-11-02 21:24:49.494900+02:00,2023-11-02 21:24:49.494900+02:00,2023-11-02 21:34:49.494900+02:00,No batcher resource 1_0
12,Sequence C,2023-11-02 21:24:49.494900+02:00,2023-11-02 21:24:49.494900+02:00,2023-11-02 21:34:49.494900+02:00,No batcher resource 1_1
15,Sequence A,2023-11-02 21:34:49.494900+02:00,2023-11-02 21:34:49.494900+02:00,2023-11-02 21:44:49.494900+02:00,No batcher resource 1_2
14,Sequence B,2023-11-02 21:34:49.494900+02:00,2023-11-02 21:34:49.494900+02:00,2023-11-02 21:44:49.494900+02:00,No batcher resource 1_3
13,Sequence C,2023-11-02 21:34:49.494900+02:00,2023-11-02 21:34:49.494900+02:00,2023-11-02 21:44:49.494900+02:00,No batcher resource 1_4
16,Sequence A,2023-11-02 21:44:49.494900+02:00,2023-11-02 21:44:49.494900+02:00,2023-11-02 21:54:49.494900+02:00,No batcher resource 1_0
15,Sequence B,2023-11-02 21:44:49.494900+02:00,2023-11-02 21:44:49.494900+02:00,2023-11-02 21:54:49.494900+02:00,No batcher resource 1_1
14,Sequence C,2023-11-02 21:44:49.494900+02:00,2023-11-02 21:44:49.494900+02:00,2023-11-02 21:54:49.494900+02:00,No batcher resource 1_2
17,Sequence A,2023-11-02 21:54:49.494900+02:00,2023-11-02 21:54:49.494900+02:00,2023-11-02 22:04:49.494900+02:00,No batcher resource 1_3
16,Sequence B,2023-11-02 21:54:49.494900+02:00,2023-11-02 21:54:49.494900+02:00,2023-11-02 22:04:49.494900+02:00,No batcher resource 1_4
15,Sequence C,2023-11-02 21:54:49.494900+02:00,2023-11-02 21:54:49.494900+02:00,2023-11-02 22:04:49.494900+02:00,No batcher resource 1_0
18,Sequence A,2023-11-02 22:04:49.494900+02:00,2023-11-02 22:04:49.494900+02:00,2023-11-02 22:14:49.494900+02:00,No batcher resource 1_1
17,Sequence B,2023-11-02 22:04:49.494900+02:00,2023-11-02 22:04:49.494900+02:00,2023-11-02 22:14:49.494900+02:00,No batcher resource 1_2
16,Sequence C,2023-11-02 22:04:49.494900+02:00,2023-11-02 22:04:49.494900+02:00,2023-11-02 22:14:49.494900+02:00,No batcher resource 1_3
19,Sequence A,2023-11-02 22:14:49.494900+02:00,2023-11-02 22:14:49.494900+02:00,2023-11-02 22:24:49.494900+02:00,No batcher resource 1_4
18,Sequence B,2023-11-02 22:14:49.494900+02:00,2023-11-02 22:14:49.494900+02:00,2023-11-02 22:24:49.494900+02:00,No batcher resource 1_0
17,Sequence C,2023-11-02 22:14:49.494900+02:00,2023-11-02 22:14:49.494900+02:00,2023-11-02 22:24:49.494900+02:00,No batcher resource 1_1
20,Sequence A,2023-11-02 22:24:49.494900+02:00,2023-11-02 22:24:49.494900+02:00,2023-11-02 22:34:49.494900+02:00,No batcher resource 1_2
19,Sequence B,2023-11-02 22:24:49.494900+02:00,2023-11-02 22:24:49.494900+02:00,2023-11-02 22:34:49.494900+02:00,No batcher resource 1_3
18,Sequence C,2023-11-02 22:24:49.494900+02:00,2023-11-02 22:24:49.494900+02:00,2023-11-02 22:34:49.494900+02:00,No batcher resource 1_4
21,Sequence A,2023-11-02 22:34:49.494900+02:00,2023-11-02 22:34:49.494900+02:00,2023-11-02 22:44:49.494900+02:00,No batcher resource 1_0
20,Sequence B,2023-11-02 22:34:49.494900+02:00,2023-11-02 22:34:49.494900+02:00,2023-11-02 22:44:49.494900+02:00,No batcher resource 1_1
19,Sequence C,2023-11-02 22:34:49.494900+02:00,2023-11-02 22:34:49.494900+02:00,2023-11-02 22:44:49.494900+02:00,No batcher resource 1_2
22,Sequence A,2023-11-02 22:44:49.494900+02:00,2023-11-02 22:44:49.494900+02:00,2023-11-02 22:54:49.494900+02:00,No batcher resource 1_3
21,Sequence B,2023-11-02 22:44:49.494900+02:00,2023-11-02 22:44:49.494900+02:00,2023-11-02 22:54:49.494900+02:00,No batcher resource 1_4
20,Sequence C,2023-11-02 22:44:49.494900+02:00,2023-11-02 22:44:49.494900+02:00,2023-11-02 22:54:49.494900+02:00,No batcher resource 1_0
23,Sequence A,2023-11-02 22:54:49.494900+02:00,2023-11-02 22:54:49.494900+02:00,2023-11-02 23:04:49.494900+02:00,No batcher resource 1_1
22,Sequence B,2023-11-02 22:54:49.494900+02:00,2023-11-02 22:54:49.494900+02:00,2023-11-02 23:04:49.494900+02:00,No batcher resource 1_2
21,Sequence C,2023-11-02 22:54:49.494900+02:00,2023-11-02 22:54:49.494900+02:00,2023-11-02 23:04:49.494900+02:00,No batcher resource 1_3
24,Sequence A,2023-11-02 23:04:49.494900+02:00,2023-11-02 23:04:49.494900+02:00,2023-11-02 23:14:49.494900+02:00,No batcher resource 1_4
23,Sequence B,2023-11-02 23:04:49.494900+02:00,2023-11-02 23:04:49.494900+02:00,2023-11-02 23:14:49.494900+02:00,No batcher resource 1_0
22,Sequence C,2023-11-02 23:04:49.494900+02:00,2023-11-02 23:04:49.494900+02:00,2023-11-02 23:14:49.494900+02:00,No batcher resource 1_1
25,Sequence A,2023-11-02 23:14:49.494900+02:00,2023-11-02 23:14:49.494900+02:00,2023-11-02 23:24:49.494900+02:00,No batcher resource 1_2
24,Sequence B,2023-11-02 23:14:49.494900+02:00,2023-11-02 23:14:49.494900+02:00,2023-11-02 23:24:49.494900+02:00,No batcher resource 1_3
23,Sequence C,2023-11-02 23:14:49.494900+02:00,2023-11-02 23:14:49.494900+02:00,2023-11-02 23:24:49.494900+02:00,No batcher resource 1_4
26,Sequence A,2023-11-02 23:24:49.494900+02:00,2023-11-02 23:24:49.494900+02:00,2023-11-02 23:34:49.494900+02:00,No batcher resource 1_0
25,Sequence B,2023-11-02 23:24:49.494900+02:00,2023-11-02 23:24:49.494900+02:00,2023-11-02 23:34:49.494900+02:00,No batcher resource 1_1
24,Sequence C,2023-11-02 23:24:49.494900+02:00,2023-11-02 23:24:49.494900+02:00,2023-11-02 23:34:49.494900+02:00,No batcher resource 1_2
27,Sequence A,2023-11-02 23:34:49.494900+02:00,2023-11-02 23:34:49.494900+02:00,2023-11-02 23:44:49.494900+02:00,No batcher resource 1_3
26,Sequence B,2023-11-02 23:34:49.494900+02:00,2023-11-02 23:34:49.494900+02:00,2023-11-02 23:44:49.494900+02:00,No batcher resource 1_4
25,Sequence C,2023-11-02 23:34:49.494900+02:00,2023-11-02 23:34:49.494900+02:00,2023-11-02 23:44:49.494900+02:00,No batcher resource 1_0
28,Sequence A,2023-11-02 23:44:49.494900+02:00,2023-11-02 23:44:49.494900+02:00,2023-11-02 23:54:49.494900+02:00,No batcher resource 1_1
27,Sequence B,2023-11-02 23:44:49.494900+02:00,2023-11-02 23:44:49.494900+02:00,2023-11-02 23:54:49.494900+02:00,No batcher resource 1_2
26,Sequence C,2023-11-02 23:44:49.494900+02:00,2023-11-02 23:44:49.494900+02:00,2023-11-02 23:54:49.494900+02:00,No batcher resource 1_3
29,Sequence A,2023-11-02 23:54:49.494900+02:00,2023-11-02 23:54:49.494900+02:00,2023-11-03 00:05:49.494900+02:00,No batcher resource 1_4
28,Sequence B,2023-11-02 23:54:49.494900+02:00,2023-11-02 23:54:49.494900+02:00,2023-11-03 00:05:49.494900+02:00,No batcher resource 1_0
27,Sequence C,2023-11-02 23:54:49.494900+02:00,2023-11-02 23:54:49.494900+02:00,2023-11-03 00:05:49.494900+02:00,No batcher resource 1_1
30,Sequence A,2023-11-03 00:04:49.494900+02:00,2023-11-03 00:04:49.494900+02:00,2023-11-03 00:14:49.494900+02:00,No batcher resource 1_2
29,Sequence B,2023-11-03 00:05:49.494900+02:00,2023-11-03 00:05:49.494900+02:00,2023-11-03 00:15:49.494900+02:00,No batcher resource 1_3
28,Sequence C,2023-11-03 00:05:49.494900+02:00,2023-11-03 00:05:49.494900+02:00,2023-11-03 00:15:49.494900+02:00,No batcher resource 1_4
31,Sequence A,2023-11-03 00:14:49.494900+02:00,2023-11-03 00:14:49.494900+02:00,2023-11-03 00:24:49.494900+02:00,No batcher resource 1_0
30,Sequence B,2023-11-03 00:14:49.494900+02:00,2023-11-03 00:14:49.494900+02:00,2023-11-03 00:24:49.494900+02:00,No batcher resource 1_1
29,Sequence C,2023-11-03 00:15:49.494900+02:00,2023-11-03 00:15:49.494900+02:00,2023-11-03 00:25:49.494900+02:00,No batcher resource 1_2
32,Sequence A,2023-11-03 00:24:49.494900+02:00,2023-11-03 00:24:49.494900+02:00,2023-11-03 00:34:49.494900+02:00,No batcher resource 1_3
31,Sequence B,2023-11-03 00:24:49.494900+02:00,2023-11-03 00:24:49.494900+02:00,2023-11-03 00:34:49.494900+02:00,No batcher resource 1_4
30,Sequence C,2023-11-03 00:24:49.494900+02:00,2023-11-03 00:24:49.494900+02:00,2023-11-03 00:34:49.494900+02:00,No batcher resource 1_0
33,Sequence A,2023-11-03 00:34:49.494900+02:00,2023-11-03 00:34:49.494900+02:00,2023-11-03 00:44:49.494900+02:00,No batcher resource 1_1
32,Sequence B,2023-11-03 00:34:49.494900+02:00,2023-11-03 00:34:49.494900+02:00,2023-11-03 00:44:49.494900+02:00,No batcher resource 1_2
31,Sequence C,2023-11-03 00:34:49.494900+02:00,2023-11-03 00:34:49.494900+02:00,2023-11-03 00:44:49.494900+02:00,No batcher resource 1_3
34,Sequence A,2023-11-03 00:44:49.494900+02:00,2023-11-03 00:44:49.494900+02:00,2023-11-03 00:54:49.494900+02:00,No batcher resource 1_4
33,Sequence B,2023-11-03 00:44:49.494900+02:00,2023-11-03 00:44:49.494900+02:00,2023-11-03 00:54:49.494900+02:00,No batcher resource 1_0
32,Sequence C,2023-11-03 00:44:49.494900+02:00,2023-11-03 00:44:49.494900+02:00,2023-11-03 00:54:49.494900+02:00,No batcher resource 1_1
35,Sequence A,2023-11-03 00:54:49.494900+02:00,2023-11-03 00:54:49.494900+02:00,2023-11-03 01:04:49.494900+02:00,No batcher resource 1_2
34,Sequence B,2023-11-03 00:54:49.494900+02:00,2023-11-03 00:54:49.494900+02:00,2023-11-03 01:04:49.494900+02:00,No batcher resource 1_3
33,Sequence C,2023-11-03 00:54:49.494900+02:00,2023-11-03 00:54:49.494900+02:00,2023-11-03 01:04:49.494900+02:00,No batcher resource 1_4
36,Sequence A,2023-11-03 01:04:49.494900+02:00,2023-11-03 01:04:49.494900+02:00,2023-11-03 01:14:49.494900+02:00,No batcher resource 1_0
35,Sequence B,2023-11-03 01:04:49.494900+02:00,2023-11-03 01:04:49.494900+02:00,2023-11-03 01:14:49.494900+02:00,No batcher resource 1_1
34,Sequence C,2023-11-03 01:04:49.494900+02:00,2023-11-03 01:04:49.494900+02:00,2023-11-03 01:14:49.494900+02:00,No batcher resource 1_2
37,Sequence A,2023-11-03 01:14:49.494900+02:00,2023-11-03 01:14:49.494900+02:00,2023-11-03 01:24:49.494900+02:00,No batcher resource 1_3
36,Sequence B,2023-11-03 01:14:49.494900+02:00,2023-11-03 01:14:49.494900+02:00,2023-11-03 01:24:49.494900+02:00,No batcher resource 1_4
35,Sequence C,2023-11-03 01:14:49.494900+02:00,2023-11-03 01:14:49.494900+02:00,2023-11-03 01:24:49.494900+02:00,No batcher resource 1_0
38,Sequence A,2023-11-03 01:24:49.494900+02:00,2023-11-03 01:24:49.494900+02:00,2023-11-03 01:34:49.494900+02:00,No batcher resource 1_1
37,Sequence B,2023-11-03 01:24:49.494900+02:00,2023-11-03 01:24:49.494900+02:00,2023-11-03 01:34:49.494900+02:00,No batcher resource 1_2
36,Sequence C,2023-11-03 01:24:49.494900+02:00,2023-11-03 01:24:49.494900+02:00,2023-11-03 01:34:49.494900+02:00,No batcher resource 1_3
39,Sequence A,2023-11-03 01:34:49.494900+02:00,2023-11-03 01:34:49.494900+02:00,2023-11-03 01:44:49.494900+02:00,No batcher resource 1_4
38,Sequence B,2023-11-03 01:34:49.494900+02:00,2023-11-03 01:34:49.494900+02:00,2023-11-03 01:44:49.494900+02:00,No batcher resource 1_0
37,Sequence C,2023-11-03 01:34:49.494900+02:00,2023-11-03 01:34:49.494900+02:00,2023-11-03 01:44:49.494900+02:00,No batcher resource 1_1
40,Sequence A,2023-11-03 01:44:49.494900+02:00,2023-11-03 01:44:49.494900+02:00,2023-11-03 01:54:49.494900+02:00,No batcher resource 1_2
39,Sequence B,2023-11-03 01:44:49.494900+02:00,2023-11-03 01:44:49.494900+02:00,2023-11-03 01:54:49.494900+02:00,No batcher resource 1_3
38,Sequence C,2023-11-03 01:44:49.494900+02:00,2023-11-03 01:44:49.494900+02:00,2023-11-03 01:54:49.494900+02:00,No batcher resource 1_4
41,Sequence A,2023-11-03 01:54:49.494900+02:00,2023-11-03 01:54:49.494900+02:00,2023-11-03 02:04:49.494900+02:00,No batcher resource 1_0
40,Sequence B,2023-11-03 01:54:49.494900+02:00,2023-11-03 01:54:49.494900+02:00,2023-11-03 02:04:49.494900+02:00,No batcher resource 1_1
39,Sequence C,2023-11-03 01:54:49.494900+02:00,2023-11-03 01:54:49.494900+02:00,2023-11-03 02:04:49.494900+02:00,No batcher resource 1_2
42,Sequence A,2023-11-03 02:04:49.494900+02:00,2023-11-03 02:04:49.494900+02:00,2023-11-03 02:14:49.494900+02:00,No batcher resource 1_3
41,Sequence B,2023-11-03 02:04:49.494900+02:00,2023-11-03 02:04:49.494900+02:00,2023-11-03 02:14:49.494900+02:00,No batcher resource 1_4
40,Sequence C,2023-11-03 02:04:49.494900+02:00,2023-11-03 02:04:49.494900+02:00,2023-11-03 02:14:49.494900+02:00,No batcher resource 1_0
43,Sequence A,2023-11-03 02:14:49.494900+02:00,2023-11-03 02:14:49.494900+02:00,2023-11-03 02:24:49.494900+02:00,No batcher resource 1_1
42,Sequence B,2023-11-03 02:14:49.494900+02:00,2023-11-03 02:14:49.494900+02:00,2023-11-03 02:24:49.494900+02:00,No batcher resource 1_2
41,Sequence C,2023-11-03 02:14:49.494900+02:00,2023-11-03 02:14:49.494900+02:00,2023-11-03 02:24:49.494900+02:00,No batcher resource 1_3
44,Sequence A,2023-11-03 02:24:49.494900+02:00,2023-11-03 02:24:49.494900+02:00,2023-11-03 02:34:49.494900+02:00,No batcher resource 1_4
43,Sequence B,2023-11-03 02:24:49.494900+02:00,2023-11-03 02:24:49.494900+02:00,2023-11-03 02:34:49.494900+02:00,No batcher resource 1_0
42,Sequence C,2023-11-03 02:24:49.494900+02:00,2023-11-03 02:24:49.494900+02:00,2023-11-03 02:34:49.494900+02:00,No batcher resource 1_1
45,Sequence A,2023-11-03 02:34:49.494900+02:00,2023-11-03 02:34:49.494900+02:00,2023-11-03 02:44:49.494900+02:00,No batcher resource 1_2
44,Sequence B,2023-11-03 02:34:49.494900+02:00,2023-11-03 02:34:49.494900+02:00,2023-11-03 02:44:49.494900+02:00,No batcher resource 1_3
43,Sequence C,2023-11-03 02:34:49.494900+02:00,2023-11-03 02:34:49.494900+02:00,2023-11-03 02:44:49.494900+02:00,No batcher resource 1_4
46,Sequence A,2023-11-03 02:44:49.494900+02:00,2023-11-03 02:44:49.494900+02:00,2023-11-03 02:54:49.494900+02:00,No batcher resource 1_0
45,Sequence B,2023-11-03 02:44:49.494900+02:00,2023-11-03 02:44:49.494900+02:00,2023-11-03 02:54:49.494900+02:00,No batcher resource 1_1
44,Sequence C,2023-11-03 02:44:49.494900+02:00,2023-11-03 02:44:49.494900+02:00,2023-11-03 02:54:49.494900+02:00,No batcher resource 1_2
47,Sequence A,2023-11-03 02:54:49.494900+02:00,2023-11-03 02:54:49.494900+02:00,2023-11-03 03:04:49.494900+02:00,No batcher resource 1_3
46,Sequence B,2023-11-03 02:54:49.494900+02:00,2023-11-03 02:54:49.494900+02:00,2023-11-03 03:04:49.494900+02:00,No batcher resource 1_4
45,Sequence C,2023-11-03 02:54:49.494900+02:00,2023-11-03 02:54:49.494900+02:00,2023-11-03 03:04:49.494900+02:00,No batcher resource 1_0
48,Sequence A,2023-11-03 03:04:49.494900+02:00,2023-11-03 03:04:49.494900+02:00,2023-11-03 03:14:49.494900+02:00,No batcher resource 1_1
47,Sequence B,2023-11-03 03:04:49.494900+02:00,2023-11-03 03:04:49.494900+02:00,2023-11-03 03:14:49.494900+02:00,No batcher resource 1_2
46,Sequence C,2023-11-03 03:04:49.494900+02:00,2023-11-03 03:04:49.494900+02:00,2023-11-03 03:14:49.494900+02:00,No batcher resource 1_3
49,Sequence A,2023-11-03 03:14:49.494900+02:00,2023-11-03 03:14:49.494900+02:00,2023-11-03 03:24:49.494900+02:00,No batcher resource 1_4
48,Sequence B,2023-11-03 03:14:49.494900+02:00,2023-11-03 03:14:49.494900+02:00,2023-11-03 03:24:49.494900+02:00,No batcher resource 1_0
47,Sequence C,2023-11-03 03:14:49.494900+02:00,2023-11-03 03:14:49.494900+02:00,2023-11-03 03:24:49.494900+02:00,No batcher resource 1_1
50,Sequence A,2023-11-03 03:24:49.494900+02:00,2023-11-03 03:24:49.494900+02:00,2023-11-03 03:34:49.494900+02:00,No batcher resource 1_2
49,Sequence B,2023-11-03 03:24:49.494900+02:00,2023-11-03 03:24:49.494900+02:00,2023-11-03 03:34:49.494900+02:00,No batcher resource 1_3
48,Sequence C,2023-11-03 03:24:49.494900+02:00,2023-11-03 03:24:49.494900+02:00,2023-11-03 03:34:49.494900+02:00,No batcher resource 1_4
51,Sequence A,2023-11-03 03:34:49.494900+02:00,2023-11-03 03:34:49.494900+02:00,2023-11-03 03:44:49.494900+02:00,No batcher resource 1_0
50,Sequence B,2023-11-03 03:34:49.494900+02:00,2023-11-03 03:34:49.494900+02:00,2023-11-03 03:44:49.494900+02:00,No batcher resource 1_1
49,Sequence C,2023-11-03 03:34:49.494900+02:00,2023-11-03 03:34:49.494900+02:00,2023-11-03 03:44:49.494900+02:00,No batcher resource 1_2
52,Sequence A,2023-11-03 03:44:49.494900+02:00,2023-11-03 03:44:49.494900+02:00,2023-11-03 03:54:49.494900+02:00,No batcher resource 1_3
51,Sequence B,2023-11-03 03:44:49.494900+02:00,2023-11-03 03:44:49.494900+02:00,2023-11-03 03:54:49.494900+02:00,No batcher resource 1_4
50,Sequence C,2023-11-03 03:44:49.494900+02:00,2023-11-03 03:44:49.494900+02:00,2023-11-03 03:54:49.494900+02:00,No batcher resource 1_0
53,Sequence A,2023-11-03 03:54:49.494900+02:00,2023-11-03 03:54:49.494900+02:00,2023-11-03 04:04:49.494900+02:00,No batcher resource 1_1
52,Sequence B,2023-11-03 03:54:49.494900+02:00,2023-11-03 03:54:49.494900+02:00,2023-11-03 04:04:49.494900+02:00,No batcher resource 1_2
51,Sequence C,2023-11-03 03:54:49.494900+02:00,2023-11-03 03:54:49.494900+02:00,2023-11-03 04:04:49.494900+02:00,No batcher resource 1_3
54,Sequence A,2023-11-03 04:04:49.494900+02:00,2023-11-03 04:04:49.494900+02:00,2023-11-03 04:14:49.494900+02:00,No batcher resource 1_4
53,Sequence B,2023-11-03 04:04:49.494900+02:00,2023-11-03 04:04:49.494900+02:00,2023-11-03 04:14:49.494900+02:00,No batcher resource 1_0
52,Sequence C,2023-11-03 04:04:49.494900+02:00,2023-11-03 04:04:49.494900+02:00,2023-11-03 04:14:49.494900+02:00,No batcher resource 1_1
55,Sequence A,2023-11-03 04:14:49.494900+02:00,2023-11-03 04:14:49.494900+02:00,2023-11-03 04:24:49.494900+02:00,No batcher resource 1_2
54,Sequence B,2023-11-03 04:14:49.494900+02:00,2023-11-03 04:14:49.494900+02:00,2023-11-03 04:24:49.494900+02:00,No batcher resource 1_3
53,Sequence C,2023-11-03 04:14:49.494900+02:00,2023-11-03 04:14:49.494900+02:00,2023-11-03 04:24:49.494900+02:00,No batcher resource 1_4
56,Sequence A,2023-11-03 04:24:49.494900+02:00,2023-11-03 04:24:49.494900+02:00,2023-11-03 04:34:49.494900+02:00,No batcher resource 1_0
55,Sequence B,2023-11-03 04:24:49.494900+02:00,2023-11-03 04:24:49.494900+02:00,2023-11-03 04:34:49.494900+02:00,No batcher resource 1_1
54,Sequence C,2023-11-03 04:24:49.494900+02:00,2023-11-03 04:24:49.494900+02:00,2023-11-03 04:34:49.494900+02:00,No batcher resource 1_2
57,Sequence A,2023-11-03 04:34:49.494900+02:00,2023-11-03 04:34:49.494900+02:00,2023-11-03 04:44:49.494900+02:00,No batcher resource 1_3
56,Sequence B,2023-11-03 04:34:49.494900+02:00,2023-11-03 04:34:49.494900+02:00,2023-11-03 04:44:49.494900+02:00,No batcher resource 1_4
55,Sequence C,2023-11-03 04:34:49.494900+02:00,2023-11-03 04:34:49.494900+02:00,2023-11-03 04:44:49.494900+02:00,No batcher resource 1_0
58,Sequence A,2023-11-03 04:44:49.494900+02:00,2023-11-03 04:44:49.494900+02:00,2023-11-03 04:54:49.494900+02:00,No batcher resource 1_1
57,Sequence B,2023-11-03 04:44:49.494900+02:00,2023-11-03 04:44:49.494900+02:00,2023-11-03 04:54:49.494900+02:00,No batcher resource 1_2
56,Sequence C,2023-11-03 04:44:49.494900+02:00,2023-11-03 04:44:49.494900+02:00,2023-11-03 04:54:49.494900+02:00,No batcher resource 1_3
59,Sequence A,2023-11-03 04:54:49.494900+02:00,2023-11-03 04:54:49.494900+02:00,2023-11-03 05:04:49.494900+02:00,No batcher resource 1_4
58,Sequence B,2023-11-03 04:54:49.494900+02:00,2023-11-03 04:54:49.494900+02:00,2023-11-03 05:04:49.494900+02:00,No batcher resource 1_0
